Message,Likes,Comments
"Trivium, gojira,  architects,  bury tomorrow,  Hollywood undead, system of a down, ghost , while she sleeps,  nightwish,  evanescence,  poets of fall , Korn,  scars on Broadway,  within temptation , stone sour, adept",0,0
"Schandmaul
Frei Wild",0,0
Ost+Front,0,0
ARDENITE EXIT FINAL CUT SICKRET,0,0
Stefan Piirainen  🤩🤣,0,0
BMTH,0,0
"The Wild
Black aces
Rose tattoo
Blackberry smoke
Seventyseven",1,0
Wicked Plan,1,0
"Ska-P
Ärzte
Foo Fighters",0,0
Fire Rose,2,0
"Rammstein, Billy Talent, Die Ärzte, Frei Wild, GreenDay, Fife Finger Deathpunch, Volbeat, Hämatom, Kraftclub, die Toten Hosen. Ds offizielle Dreeam Line up 😻😻😻😻😏😎Michelle Siegenthaler",2,1
Nero Doctrine,0,0
Airbourne,0,0
Inner Core,0,0
Reliquiae,2,0
The Dendrits,0,0
The Dendrits,0,0
Circle Of Execution,3,0
"RAMMSTEIN 
Die Ärzte",0,0
"Bring me the horizon, frei.wild, skillet, parkway drive, our last night",0,0
Simia Sapiens,6,0
WICKED PLAN,1,0
"Normandie, All Time Low :D",1,0
www.thedendrits.ch,0,0
tarka turunen,0,0
Pertness,1,0
"Pearl Jam
The Raconteurs
Foo Fighters
All them Witches
Jackmills",1,0
Inner Core,0,0
"Eye set to kill, Flyleaf, Pyrohex, Coldrain und für dä Jonas Jones Bischof Tokio Hotel",0,0
"Rancid,",1,0
"Parkway Drive, Hollywood Undead, The Ghost Inside, Heaven Shall Burn 🔥",0,0
"Disturbed, Rammstein, die ärtzte, tenacious D, volbeat, five finger death punch, bullet for my valentine, avanged sevenfold, breaking benjamin, airbourne",0,0
Ost+Front  👌,2,0
Inner Core,1,0
Frei.Wild,0,0
"Broilers,freiwild,black sabat,in flames,gotthard,rammstein,callejon,alarmsignal,5FDP,Ärzte,haven shall burn,warg",8,4
Skillet,0,0
"Volbeat
Lionheart
The interrupters
Brian fallon
Blink 182
Sum 41
Beatsteaks
Parkway drive
Hatebreed
Architects",0,0
"Rammstein, Skindred, Five Finger Death Punch",1,0
Anticops,1,0
"Rammstein, bring me the horizon, Architects",1,0
"JBO, Böhse Onkelz",0,0
"Fuchsteufelswild  ,Sltatio Mortis,Feuerschwanz ,Könix u  Corvus Corax",0,0
Christof Huber 😜,0,0
Notus-Gang,0,0
Ghost Black Pistol Fire Bush Tool Toxic Waltz In Flames,1,2
Brothers of Metal und Dynazty,0,0
Five finger death punch 👊🖐,0,0
Trollfaust! Fuchsteufelswild! Rammstein! 😁,1,0
"Amon Amarth, Korpiklaani, Rammstein, System of a Down, Metallica, Nightwish, Korn 🤘",1,0
Megaherz Offiziell,0,0
"Dimitri Vegas, Timmy Trumpet, Mia Julia, Lorenz Büffel, Isi Glück",0,0
Vogelfrey ❤️ Reliquiae,4,0
Excelsis,0,0
"Rammstein, Muse, Volbeat, Kraftklub, Beatsteaks, Judas Priest, Limp Bizkit, Any Given Day, Steel Panther, Heaven Shall Burn, Stone Sour, Hatebreed und als Krönig na Chimp Spanner 😎",4,0
WICKED PLAN,1,0
"Rammstein, schandmaul,volbeat, ärzte, broilers, green day, offspring, sum41, fooooofighters!!",1,0
Nicola D. Kopp supper 😍,0,0
Evenecence,0,0
,0,1
Dethklok,0,0
"System of a down, die ärzte, rammstein, in Extremo, broiler, flogging molly, frei.wild",10,0
"Arkona, Eluveitie, Korpiklaani, Excelsis,
Kärbholz, die toten Hosen,
Koenix, Corvus Corax und Omnia.",1,0
Drei Gladiatoren aus dem Norden ;-),1,0
Ambers,0,0
Volbeat,0,0
Band Notausgang,1,0
Mad Sox,0,0
Eat-t 👍,0,0
"Jinjer
Prophets of rage
Die antwoord
Deez nuts
Madball
Limp bizkit
Rise against
Dope D.O.D",0,0
Rammstein!!!!!,0,0
http://www.notus-gang.ch/,1,0
Eluveite Excelsis,0,0
"Eternal Delyria
Broken Fate 
Kissi‘n Black",0,0
"Wie wärs: 😁🤘
Unearth, marilyn manson, mushroomhead, theory of a deadman, lordi, muse, rammsein, alestrom, three days  grace, good charlotte, godsmack, hollywood undead, breaking benjamin, starset, the killers, skillet, black veil brides, trivium, the cure, to the rats and wolves, any given day, in extremo, caliban, nothing more,stonem, betzefer, steel panter, all that remains, slayer, tesla, rob zombie, alice in chains, avenged sevenfold, disturbed, heaven shall burn, korn, saliva, p.o.d,  seether, bloodhound gang,  billy talent, shinedown , stone sour 
😁😁😁",27,4
system of a down,1,0
"Die Ärzte, Volbeat, Social Distortion,stone sour, disturbed!!",0,0
"Finntroll, Civil War, Crimson Shadow, Orden Ogan",0,0
ILLUMENIUM,1,0
Sum41!!!!,0,0
"Wicked Plan, yeah 💃 💃 💃",0,0
"Of Mice & Men, 5FDP, Rammstein, Disturbed",0,0
Ganz klar Fuchsteufelswild,0,0
Tempesta & Crystal Ball,0,0
Anthem For A Dying Day!,1,0
Anthem For A Dying Day,4,0
"Rammstein
Punish Yourself
Ministry",0,0
"Anthrax, Avatar, avanged sevenfold 🤘🤘🤘🤘",0,0
"Hatebreed, Terror, Sick Of It All, MADBALL",0,0
Wizo,0,0
Grannysmith,0,0
"""DAN JAXON""",1,0
Volbeat🤘🤘😍😍,0,0
Alice Cooper,0,0
Philip Sixties Ou ja unbedingt! 😂😂😂,1,0
Use möre Gas,0,1
GurD +official+GurD +official+GurD +official+,0,0
Broken fate❗❗❗,0,0
"EISREGEN
TRIVIUM
ILL NIÑO
OMNIUM GATHERUM",1,0
"Goldfinger 
System of a down 
Foo Fighters
Vampire Weekend
Prophets of rage 
Rise against 
Jimmy eat world 
A day to remember",1,0
Wicked Plan 🤘,1,0
Fat Dog,0,0
https://youtu.be/J8kRMZ_LvhA,0,0
"I Prevail
New Years Day",0,0
"Dream State, Port of Call, Neck Deep, A day to remember,  Bring me the Horizon, Movements, Rarity, Save your last breath, Stick to your guns",1,0
Gojira,0,0
AM:PM Among Vultures Fit For An Autopsy,3,0
Call Me Peter!!! 🤟🏼,1,0
Bloodhound Gang,0,0
Fire🔥 Rose🌹,1,0
"Beartooth, royal republic, ghost inside, billy talent",0,0
Kid Rock,1,0
"Any Given Day, Soilwork, In Flames, Ensiferum, Heaven Shall Burn, SOAD, Metallica, Slipknot und natürlich Rammstein",0,0
While She Sleeps ufdr Houptbühni!,1,0
"Tenacious D, Alestorm",1,0
Ost+Front,0,0
"Rammstein
Skindred
Foo fighters
Stone sour",0,0
"The hu 
Tengger cavalry
Egofall
Nine treasure
Skalmöld
Finntroll
Biocancer",1,0
"Sum 41
Foo fighters
Good charlotte
Story of the year
Funeral for a friend
System of a down
Bring me the horizon
A day to remember",1,0
"Animals As Leaders
Baroness
BRDigung
Die Ärzte
Faith No More
The Fall of Troy
Foo Fighters
Gojira
Insomnium
Make Do and Mend
The Menzingers
Napalm Death
Navarone
Opeth
Schammasch

Allgemein gseit: Alles was ihr no nie oder scho lang nüm brocht hend.",0,0
Driven Under,0,0
"Animals As Leaders
Baroness
BRDigung
Die Ärzte
Faith No More
The Fall of Troy
Foo Fighters
Gojira
Insomnium
Make Do and Mend
The Menzingers
Napalm Death
Navarone
Opeth
Schammasch

Allgemein gseit: Alles was ihr no nie oder scho lang nüm brocht hend.",0,0
"Iron Maiden, Beyond the Black, Sum41",0,0
"Rammstein,powerwolf,nightwish,amon amarth,in extremo,slayer,sepultura u.v.m 🤘🔥🤘🔥🤘🔥",0,0
"GRIMGOD 🤘😎
https://m.facebook.com/grimgodworldwide",0,0
Böhse Onkelz😍,0,0
"Ravager

https://youtu.be/e1FYiLZdD6Y",1,0
izamanya,0,0
Nox Interna,1,0
Rob Zombie😍👍,0,0
Jackson Firebird!!!!ten years after!!!,0,0
BÖ,0,0
"OST+FRONT, UMBRA ET IMAGO,",0,0
Helgrindur und Skelfir \m/,0,0
"Powerwolf, Rammstein, Dee Snider, Broilers, Arch Enemi, Eluveitie, Böse Onkels, Shakra",0,0
I CUT OUT YOUR NAME,2,0
"Nofx, sick of it all, sonata arctica, xandria, coroner, samael, alestorm, gojira, powerwolf, hammerfall, anthrax, death angel....!!",0,0
"Eisbrecher
Nightwish
Rammstein 
Megaherz
Powerwolf
Kontrust
Unheilig",2,0
Velvetfish 😍😍😍,0,0
"Rammstein
5FDP
System Of A Down
Slipknot
Volbeat
Nightwish
Avenged Sevenfold
Disturbed
Korn
Metallica
Iron Maiden
Parkway Drive
Moonspell
Soulfly
Stone Sour
Trivium
Limp Bizkit
Steel Panther",0,0
Gil Petit je doute qu'ils programment du francophone 🤔,0,0
"Fuchsteufelswild, Krayenzeit, JD Miller, H.E.A.T, Bloodbound, Twilight Force, Northward, NorthTale, Majestica, TRICK OR TREAT, Dynazty, Rhapsody Of Fire, KAMELOT, Temperance, Irony Of Fate",0,0
"EXIT , FINAL CUT, Broken Fate, Comaniac, Devils Rage, SICKRET, Askara, Contorsion",3,0
Ost+Front,1,0
TOTENGEFLÜSTER Kai Speidel Simon Bossert Evelyne Eisenmann,1,1
Engst..,0,0
Angry again,3,0
https://youtu.be/QSUAmd86eTY,0,0
Robin Schröter ja die würd ich da auch gern sehen 😂,1,0
"Volbeat 
Flogging Molly
Freiwild
Die Ärzte
Böhse Onklez
Ramstein
Nightwish
Metallica

De wärs mou widr chli intressant😊",1,0
"System of a down
Mayhem
Napalm Death
Dying Fetus
Knocked Loose❤️
Black Sabbath
Ektomorf
L7
Uhhh das wärs 😍",0,0
"Rammstein, Powerwolf, Ghost, Alestorm",1,0
Perfekt!,0,0
"Rammstein, Ärzte, System of a down, Korpiklaani ond Billy Talent nähmi aso au nomol 😁🤘",7,0
Helgrindur Skelfir,2,0
"Avenged Sevenfold, Gojira, Marilyn Manson",0,0
Helgrindur!!!,1,0
THECITYISOURS,0,0
"Powerwolf, jbo, volbeat, battle beast, skalmöld",0,0
"Nightwish
System of a down
Tenacoius D
Rammstein
Celtica pipes rock
Die Ärzte
Billy Talent",3,0
In Extremo,0,0
"Excelsis, Hosen, Offspring, Zebrahead...",0,0
Volbeat Bullet for My Valentine A Day To Remember We Came As Romans BRING ME THE HORIZON Trivium Broilers THOLA,1,2
"RAMMSTEIN
J.B.O",0,0
"Irony Of Fate
INGESTED
INCITE
Gloryhole Guillotine
Devils Rage
BLACK INHALE
Bloodred Hourglass
Feared
The-Haunted
WITCHERY
Parasite Inc.
ALL WILL KNOW
Jan Jansohn wär doch was für euch 😉🤘🏻",0,0
DISTURBED & Stone Sour & Being as an Ocean,0,0
"Rammstein,Fat dog, Broilers, Betontod, obey the brave, Frei.wild, stick to your guns.",0,1
strain of madness,1,0
"System of a down, volbeat, in flames, limp bizkit, rise against",1,0
Corpus Delecti,4,0
BROKEN FATE 🤘,0,0
THECITYISOURS,0,0
Böhse onkelz,0,0
"Rammstein.
Schandmaul.
Die ärzte.
Inextremo
Böse onkelz",1,0
Devils Rage,0,0
Fat dog,0,0
"FINAL CUT
CONTORSION",0,0
Mel Sägesser ursprung buam,1,0
"Tobias Brigger , Wow Wow Wow!!!!!! 👊",0,0
BROKEN FATE😉Wäre cool Sie dort zu hören👌,0,0
"Rammstein, five finger death punch, billy talent. Disturbed, freiwild,greenday, die Totenhosen🙌🏼♥️",1,0
angry again!,0,0
THOLA 🤟🤟,0,0
Cello Hertner 😂😂😂,0,0
"Metallica, Skindread, Stone Sour 🤘",0,0
"Nightwish, Rammstein",1,0
www.rockwalden.ch,0,0
Cello Hertner Oesch die dritten😂,1,0
"😍
haha da hast du fast ein ganzes FESTIVAL aufgestellt 😂😂😂🤘🏻",0,0
Clawfinger 🤘🤘,0,0
"FINAL CUT, Angelus Apatrida, Contorsion, Crisix, Skull Fist, Bonded, SICKRET, VIRVUM, ELEPHANTS, Knöppel, Hemlock, Vale Tudo, INSANITY und gleich nochmals Hellvetica ;-)",1,0
Broken Fate🖤,0,0
Foo Fighters und Volbeat 🤘,1,0
"ZSK, Offsprrring, Zebrahead",0,0
"I Prevail
Falling im reverse 
thy art is murder
while she sleeps
parkway drive 
bless the fall 
heaven shall burn",18,0
"Black label society, godsmack, kadavar, tool, parkway drive, black stone cherry, rob zombie.. 😁",0,0
"AURAL COMA 
The Gazette",0,0
Wicked Plan,0,0
"Arch Enemy
JINJER
Lacuna Coil
Infected Rain
Follow the Cipher
Bloodhunter
Beyond the Black
Among your Gods
New Years Day
Dehydrated
Butcher Babies
Kobra and the Lotus
IGNEA
Once Human
Dust in Mind
Spoil Engine
Rage of Light (CH)
👩🏻🎤🤘🏻",0,0
Glowing Shelter Three Elements,0,0
Notus-Gang natürli! 👍🏻🤘🏻,0,0
Rammstein,0,3
Final cut 🤘🤘🤘,0,0
Three days grace,0,0
"Fiddler's green, Santiano, QL",0,0
"Sabaton, Volbeat, Rammstein, Flogging Molly, Frei Wild, In Extremo, Trivium",3,0
"Insomnium, system of a down, desert fear, Arkona, Arch Enemy, die Ärzte, august burns red",1,0
"Our last night, nothing more, I Prevail, We came as romans, Like moths to flames, Of mice and men, In Flames",0,0
Five finger death punch 🖤🤘🏻,0,0
Rammstein,0,0
"Ghost, Social Distortion, Slim Cessna's Autoclub, Goodnight Texas, The Interrupters, Volbeat, The Real McKenzies",1,0
"Hatebreed
Lionheart
Deez Nuts
First Blood",0,0
"Ärzte, Rammstein, Volbeat, in flames",0,0
"Aerzte
Arch enemy
Bullet for my valentine
offspring
parkway drive
green day
in extremo
in flames
system of a down
airbourne
billy talent
bring me the horizon",0,0
Heaven shall burn,0,0
Freiwild,0,0
nox interna!,0,0
"-Emuqa
-Broken Fate \,,/ !",0,0
Am:Pm x1000000000,0,0
Our Last Night !!!,0,0
"Trivium, Lamb of god, Skillet, Carnifex, Chelsea Grin, Architects",0,0
Monuments!!,0,0
Volbeat,2,0
"Irony Of Fate, InView, Ghost Inhale, KaButt, ZiRKA, Feinwaschmittel, Mantys

Gebt doch auch mal den Kleinen eine Chance anstatt jedes Jahr das gleiche recycelte Profit orientierte Line-Up rauszuhauen",9,0
Flogging Molly,0,0
Corpus Delicti 🤘🏼,2,0
ost + front,0,0
Rammstein,0,0
Offspring,0,0
"I Prevail 
A Day To Remember
MONUMENTS
Asking Alexandria
AM:PM
Geisterwald",1,0
https://www.facebook.com/Effigy.ch/,2,0
"Airbourne, Volbeat, 5FDP, QL, disturbed, rammstein, iron maiden ....",1,0
Final Cut!!!,0,0
"Thank you Lukas!
Cheers from INFINITAS",1,0
Glowing Shelter,0,0
"Merci Philipp, das wärs!
Gruäss INFINITAS",0,0
"Merci dir Janik!
Das wär ja huärä geil!
Cheers INFINITAS",0,0
"Septicflesh, Carach Angren oder Solstafir 🙂",1,0
"Jinjer, Rammstein, After the Burial, The Ghost Inside, Mindcollision, Artifiction, Thy Art is Murder, Dimmu Borgir, Amorphis, Die Apokalyptischen Reiter, Kataklysm, Heilung, Kauan, Knorkator, Wintersun, Haken (Top Prog. Metal), Persefone",0,0
Reliquiae,3,0
Tir Nan Og und Darth Polly....💚☘,1,0
I preval,0,1
"Glowing Shelter
https://youtu.be/ESs7C6T7AIQ",2,0
Three Elements,5,0
"Rolling Stones, The Struts, Jimmy eat World, Alice Cooper, Saliva, Bonnie Tyler, Rammstein, Bruce Springsteen, Five Finger Death punch",0,0
"Irony of Fate
As Sanity Fades
Wicked Plan",2,0
"Ghost
Avenged Sevenfold
Volbeat
Rammstein 
🤘🏻",0,0
"Three days grace, system of  the down, skillet, parkway drive, thousand foot krutch, ashes remain, creed",0,0
Linkin Park,0,0
Notus-Gang 😬😬😬,1,0
Miss May I !!!!!😁,0,0
,2,0
Absolut geil! Broken Fate,1,0
Broken fate🤘,1,0
"Glowing Shelter
https://youtu.be/ESs7C6T7AIQ",4,1
"Rancid, Pennywise, A Perfect Circle, NiN, Deftones, NoFX, Lagwagon, System of a down, Greenday, Korn, The Real McKenzies, The Mahones, Good Charlotte, ...",0,1
Linda Senn och!^^,0,0
"parkway drive, heaven shall burn, abinchova!",0,0
INTREPID und Elvellon 😬,1,0
Five Finger Death punch 🤘🏼,0,0
"Eisbrecher, Powerwolf, Oomph, Rammstein.

Leo Moracchioli währ mol no cool.",1,0
Broken Fate,1,0
Stoned Jesus,1,0
Tir Nan Og,1,0
"Driven Under, Hämatom, Powerwolf, Mono Inc.",1,0
"The interrupters
Paddy and the rats
System of a down
Korn",0,0
Pertness,2,0
"Thank you Pam!
Cheers Piri & INFINITAS",3,0
"Die ärzte
Freiwild
Five finger death punch
Volbeat",1,0
"Rise of the Northstar
Emmure
Deez Nuts
Heaven shall burn
August burns red
Chelsea grin
Attila
Rings of saturn
Terror
Hatebreed
Sick of it all
Skindred
Thy art is murder
Neaera
Hood brawl und Royal Desolation als locals 😁👌",1,0
David Hasselhoff,1,5
Rise Against!,0,0
Driven Under,0,0
Any Given Day,0,0
"Blackout Problems
B104 
ERSTAUSGABE-Punkrock",1,0
Anthem for a dying Day,0,0
"Metallica, Rammstein, Volbeat, broiler,beatsteaks, Disturbed, Danko Johns",1,0
Fuchsteufelswild,0,0
Why So Serious? Volbeat Rancid Alestorm,2,0
Angry again! Ganz klar... 🤘,1,0
Shambolic Shrinks,0,0
Ihr sind sehr kreativ ;p,0,0
Ihr sind sehr kreativ ;p,0,0
Terrible Headache,1,0
"Unkreativ, aber geil 🤘🏻",1,0
Reliquiae 😍,1,0
SDP,0,0
RAMMSTEIN,0,0
Die WICKED PLAN hätte einen Auftritt sn diesem Festival verdient.,0,0
THE HELLACOPTERS!,1,0
Airbourne,0,0
Tir Nan Og!,0,0
"Excelsis, Hedera 🤘",0,0
angry again,1,0
"Powerwolf, Bloodbound, Mystic Prophecy, Saint Deamon, Battle Beast, Beast in Black......",0,0
"Die Ärzte, Buckcherry, Skunk Anansie, Feuerschwanz, Clawfinger, Black Veil Brides, Megaherz, Eisbrecher, The Sounds, Crashdiet, Billy Idol, Jennifer Rostock, Sportfreunde Stiller, In Extremo, The Baseballs, Leo Moraccioli, und und und...",0,0
Among Vultures,0,0
"Rammstein , system of a down",0,0
"Cradle of filth
Ghost,
Caliban
architects
moonspell
Marilyn manson 
Gojira
Chelsea grin
Textures",0,0
Green Day 😍😍😍😍😍,0,0
"Die Ärzte, Dead Lord, Turbobier, Pennywise, With one Word, Feine Sahne Fischfilet, Millencolin, Broilers, Terrorgruppe, Wizo, Nofx, Danko Jone, Bad Cop Bad Cop, Lizzies, Night Viper",0,0
INSANITY,1,0
"in flames, bmth, fever 333, of mice and men oder while she sleeps nochmal 😍",0,0
Ich würd ja au ned nei sege zu Rammstein ;p,0,0
"Seether
Civil War (the band)
NorthTale
A Perfect Circle
Battle Beast
In This Moment
Three Elements
Irony Of Fate
Avenged Sevenfold",2,0
"Tool
System of a down
Korn
Rage against the machine
Fidlar
Skindred
Enter Shikari
Deftones
Alice in chains
Clutch",0,0
Metallica,0,0
Rammstein  Volbeat und Itchy royal republic Die Ärzte ;),1,0
"Böhse onkelz
Rammstein
In extremo",1,0
#Broken Fate,2,0
"System of a Down, Rammstein, iron maiden, marilyn manson, 3 doors down, bring me the horizon, architects",0,0
"Eskimo callboy
Being as an Ocean
Bring Me The horizon
Billy Talent
Green Day
System of a Down
Good Charlotte 
Slipknot
Asking alexandria",0,0
"Fever333
Architects
Royal blood",0,0
"Toten hosen 
Rammstein",0,0
Glowing Shelter,1,0
Ophelia‘s Eye !  Remo Lemp,0,0
😎👍👍👍👍👍👍👍👍👍👍❤,0,0
Powerwolf,1,0
Broken Fate wär richtig geil.🤘,0,0
"Frei.Wild werdeds zom glück ned bringe. Das wörd so en Shitstorm geh, dass sie die nach 2 täg weder usladed.",8,0
Rammstein,1,0
"Broilers, Three Elements, Talco, Volbeat, In Flames, Children of Bodom, Stone Sour, Kraftklub, Ost Front, In Extremo, Alestorm, Flogging Molly, System of a Down, Glowing Shelter, Disturbed, Schandmaul",2,3
"Green day
Metallica
Good charlotte
Ärzte
The offspring",0,0
Skelfir,1,0
Pertness Shm,0,0
Brocken Bass (Spiez),1,0
Feuer Indianer Zarkun 🤔wo blibt EXCELSIS?????,1,0
I CUT OUT YOUR Name Transplants Avenged Sevenfold,1,0
"Vollbeat
Crossplane
Maxxwell
Crown of Clory
Auri
Die toten Hosen
Doroa
Metallica
Airbourne",0,0
Rebekka Glanzmann-Eichenberger  nooow xD jo genaundas johr han ich nied chöna xD RIP,0,0
Val Sinestra 😚,0,0
Wicked Plan,0,0
"Blackout Problems
Our hollow our home
I prevail
Thecityisours
River becomes ocean
Annisokay
Northlane
Dream state
Imminence",0,0
Tir Nan Og,1,0
Driven under,0,0
With One Word !,3,0
Helgrindur Skelfir,3,0
"🤔🤔🤔🤔Hallo liebe Leute wo bleiben die Schweizerbands. EXCELSIS, PERTNESS, APINCHOVA, EMERALD, GLOEYHAMMER, usw.... 🤟🤟🤟",1,0
Simia Sapiens,0,0
Anthem for a dying day,0,0
Glowing shelter 🤟,0,0
"Battle beast, freiwild, freedom call",0,0
Rammstein,0,0
Airbourne!,0,0
Fuchsteufelswild ;)))) 🥰🥰🥰🥰🥰🥰,0,0
Notus gang,1,0
Rise Against! ❤️,2,0
Tenacious D,0,0
"Deeznuts 
Hatebreed
Enter shikari 
Bonaparte
Okilly Dokilly
The Qemists
Pendulum
Limp bizkit
Crossfaith",0,0
Beast in black,0,0
Coohead and Cambria,0,0
Rancid,0,0
Blackout Problems,0,0
Avatar,0,0
"architects
fever 333
bring me the horizon
PUP
neck deep
a day to remember
knocked loose
paramore
boston manor
the story so far
northlane
la dispute",0,0
Clutch,0,0
Outlaw Radio,0,0
Fix PALEFACE,0,0
"System of a Down, Vollbeat, Foo Fighters",0,0
Onkelz...rammstein...eluveitie...volbeat...system of a down...parkway drive...slipknot...frei wild...pro pain....,1,2
Dead By April,0,0
"System of a Down, Avenged Sevenfold, Danko Jones, Red, The 69 Eyes, Paramore, Rammstein.....",0,0
"Oh, ganz nett wären:

Igorrr
Nebelhorn
Paara
Pensées Nocturnes
Sigtyr
Turisas
Vindland",0,0
Die Kassierer,1,0
"Hammerfall, In Extremo, Die Ärzte, Flogging Molly",0,0
Keesel! Einmaliger Mundhart Core!,1,0
R.O.C.K. Animals,1,0
Egoischt 😉😂,0,0
"Excelsis
Böhse Onkelz",2,0
Roger Zensi Thomann  frei wild gaht gar nöd scheiss rächti bänd und slipknot isch das jah gsie,0,0
https://youtu.be/rNZKoeUvsvg,0,0
Keesel natürli 💪,0,0
THORN.,1,0
Skelfir,1,0
"Attila, Lionheart, Parkway Drive, Stick to your Guns, Crown the Empire, Bury Tomorrow, Emmure",0,0
"Iron maiden, ac/dc, manowar",0,0
Gregory James Martin slipknot cha wider cho...si immer geil...und wäg frei wild üsseri mi nid...und nüt vo scheiss rächti band....,0,0
Strangers In The Attic,0,0
Fuchsteufelswild 🦊 🤘,0,0
"Any given day, godsmack, moonshine bandits, stone sour, trivium, hoolywood undead, Allpot futsch, ska-p, everlast....",0,0
"Skindred, Dorothy, Rammstein, Hollywood Vampires, Nightwish, Black stone cherry, Meshuggah, Rob Zombie, Korn, Hammerfall, arch enemy, system of a down, Disturbed, Alice Cooper, Alter Bridge, Buckcherry, Foo Fighters, Godsmack, Hak, Hatebreed, In Flames, Judas Priest, Zakk Wylde, Kreator, Queens of the Stone Age, Seether, Saliva, Tenacious D, Welshly Arms, ZZ Top",0,0
"Fire Rose, Anthem For A Dying Day, Excelsis, Wicked Plan, I Cut Out Your Name, Pertness, Divine, Dead Born Vision, Leviathane, Expellow, Gomorra, Hellvetica, Gurd, Burning Witches, Crashtime, Atlas&Axis.",1,0
INFINITAS 🤘🏼,3,0
"Offspring
Parkway Drive
Sum 41
Rancid
Green Day
Blink 182
Bring me the horizon
Bullet for my valentines
Pennywise
Korn
Rise against
Gojira
Slayer
Architects
A day to remember",0,0
Parkway drive,0,0
"red hot chili peppers
billy talent
system of a down",2,0
"Nightqueen
Mission in black
Accept
Symphony X",0,0
Five finger death punch,0,0
"Rammstein, Kraftklub, Tenacious D, Powerwulf",0,0
Furchenschweiss,0,0
"Rammstein🔥
Limp Bizkit
Billy Tallent
Rise Against
Stick to your guns",0,0
BROKEN FATE 😍🤘🏻🤘🏻,3,0
"Bury tomorrow
Polaris
Architects
Wage war
Thy art is murder
Annisokay
Alter Bridge
....",2,0
"Glowing Shelter !!! Alter Bridge , Foo Fighters",3,0
"Die Ärzte, Broilers",0,0
BROKEN FATE !!!,0,0
"Rise Against, Zebrahead, Skillet, Sum 41, Rammstein, Parkway Drive, 50 Cent",0,0
Et Bongo Kidz!,0,0
"Hammerfall, Eisbrecher, In Extremo, Gloryhammer (haben übrigens einen Schweizer Sänger), Me first and the Gimme Gimmes und zu guter Letzt Glowing Shelter (eine einheimische Band wäre echt super!!!).",1,0
"Fall out boy, billy Talent, evanescence, green day",0,0
Hahah du seisch es 🤣🤣🤣🖤🤘,0,0
"Dark age, scar symmetry, offspring, papa roach, panic at the disco, escape the fate, bullet for my valentine, the bunny the bear, 3 doors down,matchbox twenty, a day to remember, volbeat, architects, self deception & adept 😊",1,0
Silent Planet Liquid Rain,0,0
Rammstein,0,0
"Five finger death punch 
Böhse onkelz 
Parkway drive 
Disturbed 
Fallout nine 
Broilers 
Deez nuts 
Foo fighters 
For today",0,0
"Nightwish, Rammstein, In Extremo",1,0
"All Time Low
Good Charlotte
Sum 41
Skillet
Falling in Reverse
I Prevail
Three Days Grace",0,0
"Circle Of Execution
BETRAYING THE MARTYRS
ONLAP Parkway Drive 🤘🏻🤘🏻🤘🏻",1,0
"Böhse onkelz, frei.wild, why so serious?, i prevail, jinger,",0,0
"Thy art is Murder, Architects, The Browning,",0,0
"Currents
Hollow Front 
Moments
Terror",0,0
Damnatory,0,0
MArk Rösch diä chömed next jahr e uf zürii,0,0
"Volbeat, Die Aerzte, Frei.Wild, Sum41, Broilers, Rammstein, Eisbrecher, Ska-P",0,0
"Expellow, Vale Tudo, Nanowar of Steel, Judas Priest, Metallica, Alice Cooper, Iron Maiden und Clawfinger.",0,0
Rancid,0,0
Cyril Schumi Schuhmacher e Need sho?,0,0
MArk Rösch gah uf fb page vo rammstein det gsehsh es,1,0
Cyril Schumi Schuhmacher ok,0,0
"Korn
Ghost
Gojira
In this moment 
Inflames 
Ministry 
Rob Zombie 
Rammstein
Donots",0,0
Angry again,2,0
"Avenged Sevenfold, Tenacious D, Bel'akor, Amorphis, Paramore,  Alter Bridge, Disturbed, Trivium, Panic at the disco, All time low, Red sun rising, Aranda, Theory of a deadman 🤩🤘",0,0
"Jinjer, heaven shall burn, slayer, cannibal corpse, die goldenen zitronen, zaunpfahl,  ghost town, nh3, zirka, feinwaschmittel, 3rd choice, caliban",0,0
Knöppel!,0,0
Korn,0,0
"Volbeat, Nightwish, Bring me the Horizon, Iron Maiden, Airbourne, Parkway Drive, Ghost(!!!) , Five Finger Death Punch, Flogging Molly, Judas Priest, Korn, Alice In Chains, Tenacious D, Korpiklaani, Ensiferum",0,0
"Rammstein, Volbeat, Hämatom, Ärzte, bad wolves, Disturbe",0,0
Green Day,0,0
Glowing Shelter,0,0
Angry Again,2,0
Avenged sevenfold,0,0
Broken Fate♥️,0,0
Biffy Clyro!,0,0
Big Shaq,0,0
Big Shaq,2,1
"System of a down
Five finger death punch
Green Day 
Skillet 
Rammstein
PVRIS 
Korn
Disturbed 
Usw🌱🤷‍♀️",0,0
Amon amarth,0,0
Onkelz Eisbrecher Powerwolf   Rammstein Broilers Dritte Wahl.,2,0
"System of a Down, Freezes Deyna
Die Ärtze, Billy Talent, Royal Republic, Tenacious D",0,0
ZiRKA,0,0
Skalmöld 🤘😎🤘,0,0
Stefanie Bähler ooh jaa😍u für mi müessti Whitechapel umbedingt no derbi si👌🏻🤔,0,0
Steven Reynaud ça demande du landmvarks 😂😍,1,0
Kärbholz dritte Wahl .exploidet,1,0
Haggefugg! 💪,4,0
